gene_name	S1_control	S1_t	S2_control	S2_t	S3_control	S3_t
5_8S_rRNA	0	172.4769544	12.97420646	16.82040683	0	0
7SK	0	0	6.986111171	0	0	75.96478958
A1BG	0	40.11091963	8.982142934	21.62623735	19.68808894	2.201877959
A1BG-AS1	22.08305131	12.03327589	16.96626999	9.611661044	20.41727741	14.31220673
A2M	0.450674517	0	2.495039704	9.611661044	5.104319354	9.908450814
A2M-AS1	0	0	0.499007941	0	0.729188479	1.100938979
A4GALT	0.901349033	0	24.95039704	0	4.375130875	1.100938979
AAAS	54.08094199	12.03327589	60.87896877	21.62623735	38.64698939	44.03755917
AACS	29.29384358	4.011091963	22.95436528	2.402915261	26.25078525	16.51408469
AADAC	0.450674517	10.02772991	1.996031763	21.62623735	5.104319354	3.302816938
AADAT	0	0	20.95833351	0	0	0
AAGAB	105.0071624	168.4658625	133.2351202	62.47579679	88.96099445	78.16666753
AAK1	22.08305131	206.5712361	180.6408746	146.5778309	63.43939768	75.96478958
AAMDC	6.760117748	16.04436785	34.93055585	7.208745783	4.375130875	5.504694897
AAMP	123.9354921	42.11646562	272.9573436	62.47579679	110.1074603	69.3591557
AAR2	49.1235223	26.07209776	62.87500054	26.43206787	47.39725114	45.13849815
AARD	0	2.005545982	0	9.611661044	0.729188479	0
AARS1	222.6332112	90.24956918	198.1061525	72.08745783	264.6954179	166.2417859
AARS2	48.22217327	12.03327589	44.41170673	12.0145763	24.06321981	17.61502367
AARSD1	22.98440034	14.03882187	46.40773849	7.208745783	25.52159677	16.51408469
AASDH	29.74451809	18.04991384	16.96626999	7.208745783	18.95890046	24.22065755
AASDHPPT	84.27613459	48.13310356	74.85119112	64.87871205	60.52264376	58.34976591
AASS	23.43507486	86.23847721	27.94444468	60.07288152	39.37617787	28.62441346
AATBC	0	0	0.998015882	0	0.729188479	0
AATF	107.7112095	42.11646562	129.2430567	36.04372891	142.1917534	90.27699631
AATK	0.901349033	2.005545982	11.47718264	16.82040683	2.916753916	5.504694897
ABALON	0.450674517	8.022183927	1.996031763	4.805830522	4.375130875	6.605633876
ABAT	21.18170228	2.005545982	9.980158815	21.62623735	25.52159677	22.01877959
ABCA1	316.3735106	132.3660348	201.5992081	283.5440008	371.8861243	428.265263
ABCA10	2.253372583	6.016637945	1.996031763	4.805830522	3.645942395	3.302816938
ABCA11P	14.87225905	4.011091963	4.990079408	2.402915261	8.02107327	2.201877959
ABCA12	0.450674517	16.04436785	2.994047645	16.82040683	5.104319354	6.605633876
ABCA13	1.802698066	40.11091963	10.47916676	7.208745783	6.562696312	9.908450814
ABCA17P	0	0	1.497023822	9.611661044	1.458376958	2.201877959
ABCA2	14.87225905	4.011091963	95.80952463	38.44664418	35.73023548	24.22065755
ABCA3	8.112141298	0	8.483134993	4.805830522	16.77133502	14.31220673
ABCA5	76.61466781	46.12755758	25.44940498	28.83498313	67.08534008	64.95539978
ABCA6	141.9624727	44.1220116	1.497023822	7.208745783	2.916753916	3.302816938
ABCA7	245.166937	144.3993107	97.80555639	74.49037309	132.7123032	80.36854549
ABCA9	169.4536182	50.13864954	0.499007941	2.402915261	0.729188479	3.302816938
ABCB1	0.450674517	0	3.493055585	21.62623735	11.66701567	22.01877959
ABCB10	63.99578135	18.04991384	46.90674643	33.64081365	26.25078525	33.02816938
ABCB4	20.73102776	6.016637945	18.96230175	38.44664418	48.12643962	39.63380326
ABCB6	6.760117748	0	26.44742086	0	10.93782719	6.605633876
ABCB7	64.44645587	62.17192543	30.43948439	62.47579679	75.10641335	59.45070488
ABCB8	23.43507486	6.016637945	20.45932557	9.611661044	18.22971198	11.00938979
ABCB9	0.450674517	0	2.994047645	2.402915261	5.833507833	6.605633876
ABCC1	100.9510917	46.12755758	150.7003981	76.89328835	112.2950258	117.8004708
ABCC10	20.28035324	2.005545982	22.95436528	9.611661044	28.43835068	18.71596265
ABCC11	1.35202355	12.03327589	0.499007941	7.208745783	0.729188479	5.504694897
ABCC2	13.97091001	6.016637945	8.982142934	0	14.58376958	17.61502367
ABCC3	0	0	13.4732144	24.02915261	1.458376958	4.403755917
ABCC4	0.901349033	10.02772991	35.42956379	12.0145763	38.64698939	26.4225355
ABCC5	37.85665939	62.17192543	75.849207	62.47579679	71.46047095	85.87324039
ABCC6	0	0	0.499007941	0	0	0
ABCC6P2	0.450674517	8.022183927	1.497023822	12.0145763	2.187565437	4.403755917
ABCC8	0	0	1.497023822	0	0	0
ABCC9	0.901349033	32.08873571	21.95634939	26.43206787	34.27185852	12.11032877
ABCD1	43.26475359	18.04991384	25.94841292	21.62623735	64.16858616	52.84507101
ABCD2	3.154721616	2.005545982	2.994047645	4.805830522	2.187565437	2.201877959
ABCD3	30.64586713	10.02772991	53.8928576	21.62623735	43.02212027	33.02816938
ABCD4	58.58768715	46.12755758	27.94444468	21.62623735	41.56374331	49.54225407
ABCE1	229.3933289	72.19965534	193.615081	100.922441	206.3603396	133.2136165
ABCF1	245.166937	202.5601442	233.0367083	96.11661044	206.3603396	117.8004708
ABCF2	45.06745165	32.08873571	34.93055585	7.208745783	60.52264376	37.4319253
ABCF2-H2BK1	13.97091001	0	32.43551615	19.22332209	53.95994745	25.32159653
ABCF3	61.74240877	14.03882187	64.37202436	28.83498313	67.81452856	28.62441346
ABCG1	492.5872466	184.5102303	147.7063505	247.5002719	554.1832441	531.753527
ABCG2	0	0	3.992063526	2.402915261	0	2.201877959
ABCG8	3.154721616	60.16637945	7.984127052	31.23789839	10.20863871	11.00938979
ABHD1	0	0	0	2.402915261	0.729188479	0
ABHD10	40.11003197	30.08318973	57.38591319	38.44664418	38.64698939	38.53286428
ABHD11	32.44856519	30.08318973	52.89484172	19.22332209	22.60484285	17.61502367
ABHD12	22.08305131	10.02772991	58.88293701	31.23789839	21.14646589	28.62441346
ABHD13	59.48903618	28.07764374	39.42162732	31.23789839	46.66806266	73.76291162
ABHD14A	5.858768715	4.011091963	4.491071467	4.805830522	5.104319354	6.605633876
ABHD14A-ACY1	0	0	0	0	0	0
ABHD14B	125.2875156	56.15528749	78.3442467	72.08745783	90.41937141	73.76291162
ABHD15	98.24704461	76.2107473	48.40377025	43.2524747	35.001047	41.83568122
ABHD15-AS1	0	4.011091963	0.998015882	9.611661044	1.458376958	3.302816938
ABHD16A	33.80058874	10.02772991	28.94246056	12.0145763	37.18861243	31.9272304
ABHD17A	104.1058133	38.10537365	67.366072	28.83498313	41.56374331	41.83568122
ABHD17AP4	0	0	0	0	0.729188479	1.100938979
ABHD17AP5	0	0	0	0	2.187565437	0
ABHD17AP6	0	0	1.497023822	0	0	0
ABHD17B	83.37478556	30.08318973	29.44146851	28.83498313	23.33403133	23.11971857
ABHD17C	6.309443232	6.016637945	32.43551615	7.208745783	1.458376958	1.100938979
ABHD18	79.76938943	96.26620712	32.93452409	38.44664418	68.54371703	59.45070488
ABHD2	75.71331878	18.04991384	264.9732165	69.68454257	149.4836382	140.9201894
ABHD3	62.6437578	26.07209776	33.43353203	33.64081365	18.22971198	31.9272304
ABHD4	25.68844744	14.03882187	24.4513891	16.82040683	26.25078525	28.62441346
ABHD5	13.06956098	8.022183927	23.45337322	16.82040683	5.833507833	13.21126775
ABHD6	26.13912196	6.016637945	35.42956379	26.43206787	50.31400506	34.12910836
ABHD8	13.06956098	6.016637945	11.47718264	19.22332209	11.66701567	13.21126775
ABI1	294.2904593	86.23847721	102.2966279	136.9661699	270.5289257	266.427233
ABI2	122.132794	134.3715808	186.1299619	93.71369518	82.39829814	99.08450814
ABI3	13.97091001	2.005545982	15.46924616	12.0145763	20.41727741	8.807511835
ABI3BP	0	4.011091963	2443.142878	0	1.458376958	6.605633876
ABITRAM	14.87225905	0	28.94246056	14.41749157	12.39620414	16.51408469
ABL1	39.20868294	14.03882187	292.9176612	24.02915261	53.95994745	50.64319305
ABL2	86.98018169	98.2717531	259.4841292	74.49037309	54.68913593	57.24882693
ABLIM1	190.6353205	90.24956918	99.80158815	230.6798651	352.1980354	441.4765307
ABLIM2	7.661466781	22.0610058	5.489087348	19.22332209	7.291884791	12.11032877
ABLIM3	0	0	130.7400805	0	2.916753916	1.100938979
ABR	290.6850632	86.23847721	189.6230175	117.7428478	83.12748662	70.46009468
ABRACL	47.32082424	24.06655178	53.39384966	45.65538996	57.60588985	42.93662019
ABRAXAS1	77.51601685	136.3771268	44.91071467	79.29620361	88.96099445	82.57042345
ABRAXAS2	69.85455006	24.06655178	81.33829435	31.23789839	67.08534008	57.24882693
ABT1	76.61466781	52.14419552	50.89880996	62.47579679	65.62696312	63.8544608
ABTB1	84.72680911	34.09428169	47.40575437	40.84955944	43.75130875	55.04694897
ABTB2	14.42158453	2.005545982	17.46527793	2.402915261	32.08429308	6.605633876
ABTB3	0.450674517	28.07764374	15.46924616	60.07288152	8.02107327	36.33098632
ACAA1	68.051852	32.08873571	52.89484172	38.44664418	65.62696312	56.14788795
ACAA2	151.8773121	154.4270406	176.1498031	72.08745783	54.68913593	46.23943713
ACAA2P1	0.450674517	0	0.499007941	0	0.729188479	2.201877959
ACACA	21.18170228	8.022183927	32.43551615	9.611661044	86.77342901	58.34976591
ACACB	18.47765518	100.2772991	20.95833351	52.86413574	27.70916221	41.83568122
ACAD10	17.57630615	6.016637945	21.45734145	26.43206787	23.33403133	33.02816938
ACAD11	35.60328681	16.04436785	47.90476231	19.22332209	45.2096857	31.9272304
ACAD8	45.96880069	38.10537365	30.93849233	16.82040683	25.52159677	25.32159653
ACAD9	27.49114551	124.3438509	72.35615141	74.49037309	48.8556281	40.73474224
ACAD9-DT	9.013490331	4.011091963	4.990079408	0	3.645942395	4.403755917
ACADM	290.6850632	78.21629329	103.2946437	74.49037309	176.4636119	157.434274
ACADS	15.77360808	6.016637945	7.485119112	0	11.66701567	8.807511835
ACADSB	54.5316165	18.04991384	43.41369085	31.23789839	58.33507833	75.96478958
ACADVL	433.0982104	154.4270406	322.8581377	100.922441	173.546858	114.4976539
ACAP1	190.6353205	98.2717531	41.91666702	36.04372891	59.79345529	40.73474224
ACAP2	204.155556	146.4048567	156.1894855	153.7865767	257.4035331	211.380284
ACAP2-IT1	0.450674517	0	1.497023822	0	0.729188479	1.100938979
ACAP3	55.88364005	26.07209776	55.38988143	21.62623735	46.66806266	20.91784061
ACAT1	49.1235223	8.022183927	115.7698423	31.23789839	46.66806266	23.11971857
ACAT2	37.85665939	18.04991384	51.89682584	9.611661044	39.37617787	29.72535244
ACBD3	175.7630615	112.310575	167.1676602	81.69911887	124.6912299	137.6173724
ACBD4	24.78709841	14.03882187	18.46329381	19.22332209	32.08429308	18.71596265
ACBD5	68.051852	264.7320696	62.87500054	96.11661044	92.60693684	91.37793529
ACBD6	84.72680911	48.13310356	100.799604	21.62623735	65.62696312	50.64319305
ACBD7	4.957419682	84.23293123	19.96031763	45.65538996	24.06321981	31.9272304
ACCS	20.28035324	12.03327589	4.990079408	12.0145763	5.104319354	15.41314571
ACD	26.58979648	24.06655178	35.92857174	7.208745783	26.25078525	15.41314571
ACE	4.056070649	4.011091963	4.491071467	7.208745783	4.375130875	0
ACE2	1.35202355	24.06655178	5.489087348	9.611661044	3.645942395	8.807511835
ACER2	6.760117748	6.016637945	2.994047645	0	9.479450228	12.11032877
ACER3	43.26475359	28.07764374	57.88492113	31.23789839	32.08429308	18.71596265
ACIN1	335.7525148	330.915087	420.6636941	247.5002719	368.9693704	243.3075144
ACKR2	1.802698066	72.19965534	10.47916676	33.64081365	13.8545811	12.11032877
ACKR3	3.605396132	2.005545982	802.9037767	0	0.729188479	5.504694897
ACKR4	0.450674517	2.005545982	0	0	0	2.201877959
ACLY	134.3010059	58.16083347	242.0188513	122.5486783	117.3993451	89.17605733
ACO1	34.25126326	12.03327589	109.781747	26.43206787	29.16753916	25.32159653
ACO2	132.4983079	36.09982767	116.2688502	45.65538996	105.003141	72.66197264
ACOT1	0	0	6.986111171	0	6.562696312	3.302816938
ACOT11	1.802698066	28.07764374	7.984127052	21.62623735	6.562696312	13.21126775
ACOT13	38.75800842	22.0610058	55.38988143	48.05830522	33.54267004	40.73474224
ACOT2	36.05396132	10.02772991	25.94841292	2.402915261	18.95890046	20.91784061
ACOT4	0.901349033	0	0	0	1.458376958	0
ACOT7	4.056070649	0	58.38392907	2.402915261	15.31295806	1.100938979
ACOT8	17.57630615	18.04991384	28.44345262	4.805830522	12.39620414	6.605633876
ACOT9	68.50252652	40.11091963	196.1101207	48.05830522	84.58586357	45.13849815
ACOX1	73.00927168	162.4492245	64.37202436	141.7720004	74.37722487	95.7816912
ACOX2	0	0	1.996031763	0	0	0
ACOX3	31.99789067	22.0610058	24.4513891	9.611661044	15.31295806	5.504694897
ACOXL	0	0	0	4.805830522	0	0
ACOXL-AS1	0	0	0	0	0	0
ACP1	115.8233508	36.09982767	184.1339301	74.49037309	100.6280101	83.67136243
ACP2	16.67495711	6.016637945	14.47123028	16.82040683	20.41727741	15.41314571
ACP3	9.914839364	0	4.491071467	4.805830522	0.729188479	0
ACP5	96.44434654	22.0610058	234.0347242	259.5148482	263.9662294	236.7018806
ACP6	20.28035324	26.07209776	7.485119112	21.62623735	11.66701567	13.21126775
ACP7	0	0	5.489087348	0	0	0
ACRBP	5.408094199	0	4.990079408	7.208745783	7.291884791	6.605633876
ACSBG1	3.154721616	28.07764374	5.489087348	28.83498313	6.562696312	17.61502367
ACSF2	33.80058874	22.0610058	19.96031763	21.62623735	25.52159677	27.52347448
ACSF3	52.27824392	40.11091963	20.95833351	16.82040683	33.54267004	20.91784061
ACSL1	19.82967873	4.011091963	289.9236136	168.2040683	53.95994745	52.84507101
ACSL3	42.36340456	34.09428169	154.6924616	55.267051	72.18965943	69.3591557
ACSL4	125.2875156	20.05545982	267.4682563	160.9953225	135.6290571	155.2323961
ACSL5	64.89713038	40.11091963	30.93849233	40.84955944	99.16963316	85.87324039
ACSL6	0.901349033	2.005545982	4.491071467	7.208745783	4.375130875	3.302816938
ACSM1	2.253372583	0	0.499007941	0	0.729188479	0
ACSM2B	0	2.005545982	0	2.402915261	1.458376958	2.201877959
ACSM3	4.056070649	2.005545982	1.996031763	7.208745783	5.833507833	14.31220673
ACSS1	62.6437578	46.12755758	25.94841292	43.2524747	66.3561516	71.56103366
ACSS2	26.13912196	6.016637945	53.8928576	21.62623735	21.87565437	16.51408469
ACSS3	0.450674517	44.1220116	13.4732144	48.05830522	14.58376958	22.01877959
ACTA1	4.506745165	66.1830174	6.48710323	48.05830522	37.91780091	15.41314571
ACTA2	1.35202355	0	9.481150875	2.402915261	9.479450228	2.201877959
ACTA2-AS1	0.450674517	0	0.998015882	0	1.458376958	0
ACTB	4538.743056	1042.88391	6865.850257	1895.900141	3280.618967	1808.842743
ACTBP15	0	0	0	0	0	0
ACTBP4	0	0	0	0	0	0
ACTBP8	0	0	0	0	0	0
ACTC1	0.901349033	10.02772991	1.996031763	4.805830522	13.8545811	0
ACTG1	699.4468497	144.3993107	2886.760937	458.9568148	1060.240049	659.4624486
ACTG1P14	0	0	0	0	0.729188479	0
ACTG1P17	2.704047099	18.04991384	0.499007941	12.0145763	1.458376958	5.504694897
ACTG1P20	0.901349033	0	0.499007941	0	2.916753916	0
ACTG1P24	0.450674517	0	0	0	0	0
ACTG1P25	8.112141298	174.4825004	12.97420646	81.69911887	23.33403133	41.83568122
ACTG1P3	0	0	0	0	0	0
ACTG1P4	0.450674517	0	0.998015882	2.402915261	0.729188479	0
ACTL10	2.704047099	4.011091963	2.495039704	7.208745783	1.458376958	1.100938979
ACTL11P	0	14.03882187	1.497023822	0	4.375130875	2.201877959
ACTL6A	74.81196975	12.03327589	148.2053584	21.62623735	94.79450228	57.24882693
ACTMAP	17.12563163	26.07209776	19.46130969	9.611661044	11.66701567	7.706572855
ACTN1	1.802698066	2.005545982	510.4851234	26.43206787	9.479450228	5.504694897
ACTN2	0.450674517	8.022183927	8.982142934	0	28.43835068	0
ACTN3	0	0	0	0	0	0
ACTN4	191.085995	110.305029	389.2261938	129.7574241	252.2992138	167.3427249
ACTR10	67.15050297	86.23847721	110.7797629	48.05830522	56.87670137	61.65258284
ACTR1A	86.98018169	44.1220116	244.014883	28.83498313	75.83560183	61.65258284
ACTR1B	61.29173425	18.04991384	57.38591319	26.43206787	70.73128247	28.62441346
ACTR2	880.1673308	210.5823281	786.4365147	571.8938321	833.4624316	716.7112756
ACTR2P2	0.450674517	0	0	0	0.729188479	0
ACTR3	753.0771172	296.8208053	875.2599281	362.8402044	687.6247358	537.2582219
ACTR3-AS1	21.18170228	14.03882187	6.986111171	12.0145763	13.8545811	14.31220673
ACTR3B	8.112141298	0	4.990079408	0	13.12539262	1.100938979
ACTR3C	1.802698066	0	0	0	0	0
ACTR5	36.50463584	26.07209776	27.44543674	16.82040683	22.60484285	19.81690163
ACTR6	48.67284779	24.06655178	56.38789731	28.83498313	32.81348156	34.12910836
ACTR8	54.98229102	18.04991384	47.90476231	43.2524747	42.29293179	33.02816938
ACTRT3	0.901349033	2.005545982	0.499007941	0	0	3.302816938
ACVR1	17.12563163	8.022183927	85.82936581	24.02915261	13.12539262	12.11032877
ACVR1B	31.99789067	12.03327589	43.41369085	21.62623735	53.95994745	36.33098632
ACVR1C	0	10.02772991	3.493055585	14.41749157	5.833507833	8.807511835
ACVR2A	8.112141298	18.04991384	24.95039704	36.04372891	18.95890046	26.4225355
ACVR2B	41.46205552	42.11646562	26.44742086	60.07288152	47.39725114	59.45070488
ACVR2B-AS1	0.901349033	42.11646562	2.495039704	12.0145763	7.291884791	13.21126775
ACVRL1	2.704047099	102.2828451	13.97222234	74.49037309	8.750261749	18.71596265
ACY1	13.06956098	6.016637945	21.95634939	12.0145763	13.8545811	11.00938979
ACY3	0	0	0	0	0	0
ACYP1	16.2242826	2.005545982	22.45535733	2.402915261	10.93782719	9.908450814
ACYP2	10.8161884	2.005545982	5.988095289	4.805830522	10.20863871	11.00938979
ADA	60.39038522	38.10537365	43.91269879	38.44664418	45.93887418	31.9272304
ADA2	81.5720875	88.24402319	64.8710323	103.3253562	76.5647903	83.67136243
ADAD1P1	0.450674517	2.005545982	0.499007941	0	0.729188479	0
ADAL	8.112141298	20.05545982	31.43750027	21.62623735	23.33403133	16.51408469
ADAM10	168.1015947	108.299483	222.0585336	197.0390514	210.7354705	177.2511757
ADAM11	0.901349033	2.005545982	1.497023822	0	0.729188479	2.201877959
ADAM12	4.957419682	0	31.93650821	0	0.729188479	0
ADAM15	16.2242826	10.02772991	69.36210377	28.83498313	20.41727741	20.91784061
ADAM17	181.1711557	136.3771268	152.6964299	112.9370173	142.1917534	169.5446028
ADAM19	429.4928143	90.24956918	94.31250081	122.5486783	91.14855989	68.25821672
ADAM20	0.450674517	2.005545982	0.499007941	0	0	0
ADAM20P1	0.450674517	2.005545982	1.497023822	4.805830522	1.458376958	0
ADAM22	2.704047099	0	8.483134993	0	14.58376958	11.00938979
ADAM23	0	6.016637945	29.44146851	14.41749157	2.916753916	5.504694897
ADAM28	253.7297528	106.293937	17.96428587	40.84955944	77.29397878	70.46009468
ADAM29	0	0	0	0	0	0
ADAM33	0	0	3.992063526	0	0	0
ADAM3B	0.450674517	18.04991384	3.493055585	12.0145763	6.562696312	5.504694897
ADAM7-AS1	3.154721616	68.18856338	8.483134993	21.62623735	12.39620414	13.21126775
ADAM8	102.7537898	46.12755758	37.9246035	43.2524747	21.14646589	19.81690163
ADAM9	3.605396132	12.03327589	447.6101229	160.9953225	37.18861243	41.83568122
ADAMDEC1	2.253372583	30.08318973	33.93253997	76.89328835	9.479450228	11.00938979
ADAMTS1	0	0	1177.159732	2.402915261	0.729188479	2.201877959
ADAMTS10	0.901349033	0	0.998015882	2.402915261	1.458376958	2.201877959
ADAMTS12	0	24.06655178	27.94444468	9.611661044	5.104319354	7.706572855
ADAMTS13	1.35202355	0	1.497023822	2.402915261	4.375130875	6.605633876
ADAMTS14	0	0	3.992063526	2.402915261	0	0
ADAMTS16	0	18.04991384	1.497023822	7.208745783	2.916753916	2.201877959
ADAMTS17	0.901349033	0	0.998015882	2.402915261	0	0
ADAMTS19	0	8.022183927	0.998015882	0	2.187565437	3.302816938
ADAMTS2	0	2.005545982	65.37004024	0	0	0
ADAMTS20	0	10.02772991	1.497023822	0	2.187565437	1.100938979
ADAMTS3	0.450674517	6.016637945	4.491071467	16.82040683	1.458376958	3.302816938
ADAMTS4	9.464164847	140.3882187	254.9930577	96.11661044	18.95890046	27.52347448
ADAMTS5	0.901349033	24.06655178	10.9781747	45.65538996	10.20863871	11.00938979
ADAMTS6	31.54721616	12.03327589	154.6924616	16.82040683	21.87565437	16.51408469
ADAMTS7	7.661466781	4.011091963	35.42956379	31.23789839	31.3551046	17.61502367
ADAMTS7P1	0	0	0.499007941	0	0	0
ADAMTS7P4	0	0	0	2.402915261	0	1.100938979
ADAMTS7P5	0.450674517	0	0	0	0	0
ADAMTS9	0.901349033	10.02772991	3.493055585	7.208745783	2.187565437	1.100938979
ADAMTS9-AS1	1.35202355	26.07209776	7.485119112	52.86413574	18.22971198	13.21126775
ADAMTS9-AS2	2.253372583	58.16083347	4.990079408	48.05830522	9.479450228	17.61502367
ADAMTSL1	0	24.06655178	3.992063526	19.22332209	2.916753916	4.403755917
ADAMTSL2	0	10.02772991	0.499007941	0	1.458376958	0
ADAMTSL3	0	6.016637945	1.996031763	2.402915261	0.729188479	1.100938979
ADAMTSL4	0.450674517	0	28.44345262	14.41749157	0.729188479	1.100938979
ADAMTSL4-AS1	0.901349033	2.005545982	2.495039704	0	1.458376958	1.100938979
ADAMTSL4-AS2	0	0	0	0	0.729188479	0
ADAMTSL5	1.35202355	52.14419552	14.47123028	36.04372891	16.77133502	16.51408469
ADAP1	56.78498908	18.04991384	24.4513891	4.805830522	2.916753916	5.504694897
ADAP2	18.02698066	8.022183927	30.93849233	40.84955944	27.70916221	31.9272304
ADAR	528.1905334	226.6266959	450.6041705	309.9760687	564.3918828	488.8169068
ADARB1	2.253372583	4.011091963	36.92658762	21.62623735	22.60484285	12.11032877
ADAT1	54.5316165	42.11646562	40.4196432	33.64081365	41.56374331	31.9272304
ADAT2	39.65935746	132.3660348	16.46726205	48.05830522	67.08534008	57.24882693
ADAT3	13.06956098	14.03882187	6.986111171	2.402915261	5.833507833	4.403755917
ADCK1	5.858768715	0	2.994047645	2.402915261	10.20863871	4.403755917
ADCK2	58.58768715	28.07764374	44.41170673	26.43206787	35.73023548	58.34976591
ADCK5	18.02698066	20.05545982	10.9781747	14.41749157	10.20863871	9.908450814
ADCY1	0.450674517	0	2.495039704	2.402915261	2.187565437	2.201877959
ADCY10	0	0	0	0	0	0
ADCY10P1	25.68844744	0	6.48710323	9.611661044	16.77133502	17.61502367
ADCY3	63.99578135	36.09982767	97.30654845	26.43206787	61.25183224	34.12910836
ADCY4	2.253372583	0	0.998015882	2.402915261	1.458376958	2.201877959
ADCY5	0	6.016637945	2.495039704	24.02915261	1.458376958	1.100938979
ADCY6	4.506745165	46.12755758	35.42956379	12.0145763	5.104319354	6.605633876
ADCY7	125.2875156	22.0610058	76.84722288	96.11661044	111.5658373	111.1948369
ADCY8	0	4.011091963	9.980158815	4.805830522	0	0
ADCY9	3.605396132	4.011091963	38.42361144	24.02915261	18.22971198	8.807511835
ADCYAP1	0.901349033	6.016637945	1.497023822	19.22332209	0.729188479	3.302816938
ADCYAP1R1	0.901349033	18.04991384	5.489087348	9.611661044	8.750261749	12.11032877
ADD1	741.8102542	220.610058	326.8502012	163.3982377	367.5109935	279.6385008
ADD2	0.450674517	80.22183927	13.4732144	88.90786466	53.23075897	36.33098632
ADD3	225.3372583	68.18856338	211.5793669	127.3545088	199.0684548	147.5258232
ADD3-AS1	0.450674517	4.011091963	0.998015882	0	0	3.302816938
ADGRA2	0	0	43.91269879	2.402915261	0	0
ADGRA3	0.450674517	4.011091963	86.32837375	9.611661044	2.187565437	3.302816938
ADGRB1	7.661466781	0	15.46924616	2.402915261	9.479450228	5.504694897
ADGRB2	0.901349033	0	25.94841292	0	0	0
ADGRB3-DT	0	0	0	0	0	0
ADGRD1	0	0	0.998015882	2.402915261	0	0
ADGRE1	0	2.005545982	1.996031763	2.402915261	0	1.100938979
ADGRE2	0.901349033	10.02772991	11.47718264	7.208745783	14.58376958	8.807511835
ADGRE3	0	0	19.96031763	24.02915261	2.916753916	5.504694897
ADGRE5	68.50252652	44.1220116	158.1855172	45.65538996	118.1285336	99.08450814
ADGRF1	0.450674517	6.016637945	0.998015882	2.402915261	0.729188479	1.100938979
ADGRF3	0.450674517	0	0	0	1.458376958	0
ADGRG1	0	0	23.95238116	0	1.458376958	2.201877959
ADGRG3	0.450674517	2.005545982	4.990079408	0	1.458376958	1.100938979
ADGRG5	6.760117748	0	4.990079408	4.805830522	2.187565437	6.605633876
ADGRG6	0	2.005545982	3.992063526	7.208745783	0.729188479	0
ADGRG7	21.18170228	2.005545982	0	0	0	0
ADGRL1	3.154721616	2.005545982	16.96626999	12.0145763	14.58376958	6.605633876
ADGRL1-AS1	4.957419682	0	8.982142934	4.805830522	8.750261749	8.807511835
ADGRL2	0.901349033	14.03882187	51.3978179	14.41749157	3.645942395	1.100938979
ADGRL3	0	14.03882187	1.996031763	7.208745783	5.104319354	5.504694897
ADGRL4	0	0	11.97619058	0	0	1.100938979
ADGRV1	0	2.005545982	1.497023822	2.402915261	1.458376958	0
ADH5	171.7069908	82.22738525	262.9771848	57.66996626	103.544764	84.77230141
ADHFE1	7.210792265	4.011091963	1.996031763	9.611661044	8.02107327	11.00938979
ADI1	77.96669136	114.316121	107.7857152	81.69911887	43.02212027	55.04694897
ADIPINT	1.802698066	48.13310356	4.491071467	40.84955944	9.479450228	14.31220673
ADIPOQ	2.253372583	16.04436785	2.495039704	12.0145763	6.562696312	6.605633876
ADIPOR1	105.0071624	60.16637945	219.064486	122.5486783	105.003141	94.68075222
ADIPOR2	57.2356636	18.04991384	147.7063505	55.267051	100.6280101	78.16666753
ADIRF-AS1	12.16821195	2.005545982	29.94047645	2.402915261	12.39620414	6.605633876
ADISSP	18.02698066	22.0610058	38.92261938	9.611661044	32.81348156	18.71596265
ADK	31.09654164	16.04436785	84.83134993	2.402915261	47.39725114	25.32159653
ADM	0.901349033	0	533.9384966	28.83498313	18.95890046	19.81690163
ADM-DT	0	2.005545982	2.495039704	0	0	0
ADM2	150.5252885	68.18856338	9.980158815	14.41749157	10.20863871	8.807511835
ADM5	0.901349033	4.011091963	1.497023822	0	0.729188479	0
ADNP	226.6892818	112.310575	284.9335342	201.8448819	233.3403133	237.8028195
ADNP-AS1	3.154721616	112.310575	18.46329381	79.29620361	21.87565437	29.72535244
ADNP2	90.58557783	42.11646562	78.84325464	26.43206787	54.68913593	41.83568122
ADO	47.77149875	22.0610058	71.85714347	50.46122048	58.33507833	45.13849815
ADORA2A	140.1597746	56.15528749	41.41765908	16.82040683	8.750261749	0
ADORA2A-AS1	0.901349033	10.02772991	0	0	0.729188479	0
ADORA2B	0	0	41.41765908	4.805830522	1.458376958	0
ADORA3	0.450674517	2.005545982	0.499007941	2.402915261	0	0
ADPGK	122.5834685	32.08873571	128.7440487	96.11661044	113.0242143	88.07511835
ADPGK-AS1	4.506745165	116.3216669	9.481150875	64.87871205	15.31295806	30.82629142
ADPRH	95.99367202	32.08873571	17.96428587	12.0145763	46.66806266	44.03755917
ADPRHL1	1.35202355	2.005545982	3.992063526	0	1.458376958	0
ADPRM	22.08305131	8.022183927	8.982142934	4.805830522	10.20863871	9.908450814
ADPRS	43.26475359	20.05545982	41.91666702	7.208745783	26.97997373	23.11971857
ADRA1A	0	40.11091963	1.497023822	12.0145763	7.291884791	17.61502367
ADRA2B	0.901349033	10.02772991	1.497023822	7.208745783	1.458376958	4.403755917
ADRB1	2.704047099	62.17192543	7.984127052	69.68454257	18.22971198	26.4225355
