gene_name	S1_control	S1_t	S2_control	S2_t	S3_control	S3_t
CHST2	148	23	169	12	26	32
CHST3	6	16	103	6	10	6
CHST5	2	20	10	19	8	13
CHST6	5	30	24	13	13	15
CHST7	9	1	17	2	7	2
CHST9	4	15	3	11	3	3
CHSY1	152	29	287	27	119	63
CHSY3	0	0	16	0	0	0
CHTF18	37	2	82	1	27	12
CHTF8	247	31	178	31	121	73
CHTOP	356	31	260	25	137	92
CHUK	136	21	194	10	84	41
CHUK-DT	1	5	0	0	2	0
CHURC1	414	48	217	36	323	222
CIAO1	457	86	355	45	282	150
CIAO2A	396	36	324	44	113	83
CIAO2B	111	20	189	12	58	22
CIAO3	60	3	29	2	28	14
CIAPIN1	129	19	112	11	73	33
CIART	0	0	27	0	0	0
CIB1	271	47	310	38	144	90
CIB2	22	4	12	3	9	9
CIBAR1	1	2	100	3	1	1
CIBAR1-DT	0	12	4	3	1	1
CIBAR1P2	0	5	1	3	2	2
CIC	286	20	292	20	217	112
CICP27	6	60	11	29	23	21
CIDEB	16	1	2	2	7	5
CIDECP1	12	0	12	2	0	2
CIITA	610	82	426	135	606	260
CILK1	99	32	46	15	80	57
CILP	3	0	0	0	1	1
CILP2	0	0	2	0	0	2
CIMAP1B	8	0	7	3	2	1
CIMAP1C	0	0	1	0	0	0
CIMAP2	0	0	0	0	0	0
CIMAP3	5	1	0	2	0	1
CINP	51	1	82	4	33	11
CIP2A	9	4	176	9	34	13
CIPC	142	69	72	48	126	81
CIR1	634	62	356	49	194	125
CIR1P1	1	4	1	7	2	2
CIR1P2	1	0	0	0	3	1
CIRBP	1354	221	498	119	666	369
CIRBP-AS1	3	0	0	0	1	0
CISD1	43	6	95	5	36	23
CISD2	176	29	194	36	64	45
CISD3	46	4	51	5	13	12
CISH	11	0	11	3	9	7
CIT	5	11	656	16	26	15
CITED1	1	0	0	0	3	0
CITED2	45	4	208	15	36	19
CITED4	7	1	20	1	2	0
CIZ1	208	20	537	15	209	113
CKAP2	91	1	590	16	137	111
CKAP2-DT	2	1	1	2	4	2
CKAP2L	0	0	624	5	16	4
CKAP4	426	56	1154	22	47	15
CKAP5	154	10	675	41	191	86
CKB	56	3	150	1	11	6
CKLF	100	15	131	15	31	26
CKLF-CMTM1	0	0	1	0	0	1
CKMT2-AS1	28	32	33	21	38	22
CKS1B	60	19	392	8	35	8
CKS2	10	4	235	7	15	10
CLASP1	237	18	278	33	174	84
CLASP1-AS1	2	1	0	0	0	0
CLASP2	200	17	120	24	168	73
CLASRP	229	27	182	20	116	55
CLBA1	5	10	19	6	6	7
CLC	0	0	0	0	0	0
CLCA4-AS1	2	1	0	0	2	4
CLCC1	202	91	233	50	108	72
CLCF1	21	5	26	6	26	18
CLCN2	17	4	14	0	7	4
CLCN3	252	28	244	32	107	78
CLCN4	2	4	11	2	4	6
CLCN5	66	21	54	19	36	20
CLCN6	240	21	73	22	86	71
CLCN7	564	32	302	59	151	84
CLCNKA	1	0	0	0	0	0
CLDN10	2	0	2	1	4	5
CLDN11	7	16	1117	14	12	8
CLDN12	24	1	206	2	6	6
CLDN14	0	1	21	0	0	0
CLDN15	46	5	21	7	27	15
CLDN23	20	2	23	2	3	3
CLDN4	0	3	3	2	4	1
CLDN5	4	1	0	0	0	0
CLDN7	0	0	3	0	1	0
CLDND1	126	13	463	35	100	84
CLDND2	0	0	1	0	0	0
CLEC10A	0	2	10	5	3	3
CLEC11A	1	0	327	0	4	4
CLEC12A	0	2	9	2	5	3
CLEC12B	0	0	0	0	0	0
CLEC16A	133	13	121	12	120	46
CLEC17A	1042	126	101	28	266	90
CLEC18A	10	0	4	0	0	0
CLEC18B	0	0	0	0	2	1
CLEC18C	0	0	1	0	0	0
CLEC19A	3	15	9	17	10	7
CLEC1A	0	0	0	0	0	0
CLEC1B	0	0	0	0	0	0
CLEC20A	18	3	2	0	22	15
CLEC2B	11	13	121	23	14	26
CLEC2D	408	25	179	82	402	215
CLEC3A	1	5	5	7	5	3
CLEC3B	0	1	1	0	0	0
CLEC4A	5	0	2	1	4	2
CLEC4C	3	1	0	0	0	0
CLEC4D	0	1	7	2	0	1
CLEC4E	0	1	17	12	2	3
CLEC4G	3	0	0	1	0	0
CLEC4M	3	1	0	0	0	0
CLEC5A	1	0	28	12	14	17
CLEC6A	1	0	2	0	0	0
CLEC7A	6	60	78	55	31	31
CLGN	0	0	55	0	0	0
CLHC1	25	19	12	12	12	18
CLIC1	762	77	2009	79	362	200
CLIC2	2	0	22	3	5	10
CLIC3	1	0	4	2	2	4
CLIC4	463	38	617	30	250	173
CLIC5	1	9	1	5	9	10
CLIC6	1	0	20	0	1	0
CLINT1	821	61	381	45	275	118
CLIP1	197	22	430	49	166	123
CLIP2	138	18	358	19	72	45
CLIP3	4	0	78	0	3	4
CLIP4	8	20	133	36	29	21
CLK1	263	35	211	35	192	162
CLK2	184	22	69	10	83	27
CLK3	189	23	170	31	115	56
CLK4	127	15	62	12	83	72
CLLU1	0	0	3	3	8	3
CLLU1-AS1	0	0	1	0	0	0
CLMAT3	0	3	1	1	2	4
CLMN	363	145	222	92	280	177
CLMP	0	7	715	6	2	2
CLN3	121	98	106	29	71	70
CLN5	51	28	95	54	72	77
CLN6	40	4	53	2	44	19
CLN8	318	43	210	37	158	75
CLN8-AS1	83	9	118	11	33	19
CLNK	9	6	6	5	1	2
CLNS1A	246	30	492	16	181	84
CLOCK	187	23	116	23	58	48
CLP1	75	13	59	7	28	11
CLPB	118	82	99	25	74	51
CLPP	142	23	176	6	57	32
CLPTM1	277	39	263	18	173	75
CLPTM1L	235	32	256	19	99	61
CLPX	352	52	294	66	198	131
CLRN1	1	1	3	3	4	4
CLSPN	30	84	337	77	139	55
CLSTN1	334	20	394	21	198	101
CLSTN2	1	14	6	12	7	10
CLSTN3	117	9	106	14	104	37
CLTA	510	71	917	53	232	131
CLTB	92	7	131	6	53	23
CLTC	628	47	1402	83	265	145
CLTCL1	2	1	21	0	4	2
CLTRN	2	0	0	0	0	0
CLU	0	1	32	0	2	4
CLUAP1	47	67	102	44	59	43
CLUH	198	4	198	18	105	29
CLYBL	36	3	22	7	19	7
CMAHP	26	13	13	9	18	10
CMAS	139	22	443	21	55	52
CMBL	0	0	39	0	0	1
CMC1	36	14	52	26	27	17
CMC2	83	17	125	22	45	29
CMC4	29	3	35	7	30	16
CMIP	341	28	170	44	129	54
CMKLR1	0	1	11	2	1	1
CMPK1	557	46	574	61	285	203
CMPK2	0	2	57	1	7	10
CMSS1	62	6	161	8	63	20
CMTM1	2	0	2	0	0	0
CMTM2	0	0	0	0	0	0
CMTM3	91	8	108	6	21	18
CMTM4	1	4	178	3	4	3
CMTM5	0	0	0	0	0	0
CMTM6	604	71	575	67	325	189
CMTM7	184	23	75	11	40	32
CMTM8	5	0	4	2	2	1
CMTR1	192	13	206	28	147	63
CMTR2	214	15	95	20	93	71
CMYA5	0	0	1	1	1	0
CNBD2	0	0	2	0	3	1
CNBP	1636	221	1241	186	765	412
CNDP1	3	8	11	18	4	7
CNDP2	896	107	406	61	187	92
CNEP1R1	110	15	79	13	35	25
CNFN	4	4	6	1	2	5
CNGA1	0	16	1	2	2	0
CNGA3	3	1	0	2	0	3
CNGA4	4	0	0	0	0	0
CNIH1	85	15	282	26	59	37
CNIH2	2	0	3	0	0	0
CNIH3	0	1	209	1	0	2
CNIH3-AS2	0	0	9	0	0	0
CNIH4	64	80	215	44	68	49
CNKSR1	6	0	1	0	2	4
CNKSR2	42	19	23	19	42	20
CNKSR3	19	114	57	35	55	64
CNN2	586	52	430	52	294	116
CNN2P9	0	0	0	0	0	0
CNN3	33	18	448	15	18	20
CNN3-DT	2	0	3	1	0	0
CNNM1	0	3	58	1	0	4
CNNM2	50	17	68	15	24	40
CNNM3	151	10	74	7	40	20
CNNM3-DT	19	1	12	0	9	3
CNNM4	71	5	55	0	39	20
CNOT1	558	62	521	76	522	280
CNOT10	106	7	136	14	73	48
CNOT11	239	40	181	38	78	51
CNOT2	318	28	269	44	170	120
CNOT3	124	11	162	10	109	54
CNOT4	67	10	56	7	56	32
CNOT6	137	41	140	59	115	84
CNOT6L	625	63	200	68	200	172
CNOT7	359	48	339	36	208	175
CNOT8	414	34	273	31	185	124
CNOT9	238	43	438	44	156	98
CNP	269	34	225	35	71	48
CNPPD1	357	22	222	21	230	122
CNPY1	0	3	1	3	1	0
CNPY2	120	18	128	11	47	23
CNPY2-AS1	9	1	1	1	8	3
CNPY3	438	49	271	41	139	77
CNPY4	25	2	36	7	11	5
CNR1	151	16	51	25	65	61
CNR2	379	82	58	31	106	75
CNRIP1	0	1	84	4	6	1
CNST	192	12	179	16	119	91
CNTD1	0	1	2	0	0	0
CNTF	4	1	10	1	3	0
CNTLN	0	9	48	5	3	3
CNTN1	0	1	2	2	5	3
CNTN3	0	0	8	0	0	1
CNTNAP1	133	8	44	3	1	2
CNTNAP2	13	46	23	25	34	18
CNTNAP3	20	138	59	93	120	73
CNTNAP3B	0	1	1	0	0	2
CNTNAP3C	0	0	0	0	0	0
CNTNAP4	0	1	0	1	1	0
CNTNAP5	3	26	14	17	17	25
CNTRL	387	33	312	54	395	193
CNTROB	70	2	237	3	34	29
COA1	71	10	155	14	33	8
COA3	97	22	121	5	34	29
COA4	152	58	178	22	105	65
COA5	74	15	71	10	36	41
COA6	65	11	76	28	26	16
COA6-AS1	21	3	7	3	10	8
COA7	151	13	166	8	135	37
COA8	133	52	138	12	43	30
COASY	132	13	143	9	41	21
COBL	2	0	0	1	2	0
COBLL1	442	41	79	26	417	271
COCH	9	3	206	7	5	1
COG1	70	7	113	5	73	42
COG2	126	13	96	12	72	38
COG3	143	9	109	19	96	55
COG4	68	10	127	12	60	37
COG5	112	9	115	22	105	50
COG6	96	11	96	30	60	38
COG7	59	9	51	8	30	21
COG8	85	10	80	7	67	36
COIL	157	24	148	21	95	73
COILP1	0	0	0	1	0	0
COL10A1	1	0	1	1	0	0
COL11A2	3	0	5	1	5	0
COL12A1	0	3	232	7	7	2
COL13A1	0	0	55	0	0	0
COL15A1	3	1	2	9	4	3
COL16A1	0	0	589	2	1	1
COL17A1	0	0	3	0	1	0
COL18A1	1	0	164	5	2	5
COL19A1	38	22	28	24	72	26
COL1A1	17	39	2064	44	40	34
COL1A2	1	0	1576	0	2	8
COL20A1	1	4	2	1	0	5
COL22A1	12	34	33	44	14	22
COL23A1	1	0	7	0	1	0
COL24A1	0	1	0	0	2	2
COL25A1	1	17	13	17	14	16
COL27A1	3	0	241	0	9	3
COL28A1	0	1	0	0	0	0
COL3A1	0	1	16	0	1	0
COL4A1	0	0	118	0	0	0
COL4A2	25	2	279	2	7	4
COL4A3	198	15	10	8	103	52
COL4A4	178	14	23	3	31	31
COL4A5	7	15	31	13	21	13
COL5A1	3	8	1154	17	10	9
COL5A2	7	13	24	18	17	18
COL5A3	1	0	48	0	1	0
COL6A1	0	4	4729	0	6	5
COL6A2	1	5	6190	3	12	10
COL6A3	0	0	26	0	0	0
COL6A4P2	0	0	0	0	3	0
COL7A1	4	0	899	0	10	9
COL8A1	0	22	7	6	13	9
COL8A2	4	0	52	0	5	2
COL9A2	79	3	27	8	13	14
COL9A3	337	40	29	11	32	12
COLCA1	69	79	31	42	44	44
COLEC11	0	0	0	0	0	0
COLEC12	9	30	91	30	17	8
COLGALT1	335	67	851	62	214	110
COLGALT2	0	3	5	7	3	6
COLQ	8	0	4	0	6	3
COMMD1	58	10	78	1	21	8
COMMD10	57	6	43	3	11	10
COMMD2	170	17	115	17	84	46
COMMD3	85	18	70	13	57	49
COMMD3-BMI1	0	0	17	3	0	0
COMMD4	118	37	133	4	18	9
COMMD5	55	6	57	13	23	18
COMMD6	116	22	137	22	119	72
COMMD7	78	11	153	7	58	31
COMMD8	140	15	83	5	46	23
COMMD9	81	5	83	11	51	37
COMT	156	22	80	19	79	38
COMTD1	22	4	17	0	17	9
COP1	201	12	157	21	92	61
COP1-DT	4	17	6	12	7	10
COPA	659	67	1030	59	342	164
COPB1	450	37	671	59	258	170
COPB2	349	22	474	33	231	151
COPB2-DT	11	61	19	34	27	29
COPDA1	5	0	9	2	11	4
COPE	235	30	219	12	122	57
COPG1	222	26	550	36	174	89
COPG2	70	8	59	18	45	24
COPG2IT1	13	4	3	2	8	2
COPRS	62	10	129	7	36	22
COPS2	323	69	361	64	248	140
COPS3	153	14	255	11	67	29
COPS4	238	25	167	17	94	47
COPS5	165	24	189	19	101	40
COPS6	185	33	270	14	134	39
COPS7A	86	5	136	9	51	28
COPS7B	98	16	134	12	55	29
COPS8	102	10	338	15	68	31
COPS8-DT	11	58	27	20	20	23
COPS9	76	22	121	5	39	15
COPZ1	255	46	297	27	162	92
COPZ2	2	0	27	0	5	1
COQ10A	64	14	31	5	25	21
COQ10B	219	35	426	37	99	54
COQ2	33	6	70	3	25	12
COQ3	19	1	30	4	12	5
COQ4	75	12	39	4	29	24
COQ5	88	9	122	13	42	17
COQ6	31	2	43	3	17	10
COQ7	38	40	89	32	53	56
COQ8A	151	9	69	22	99	56
COQ8B	34	7	23	2	26	10
COQ9	69	11	79	8	54	14
CORIN	5	6	1	4	6	0
CORO1A	734	61	329	87	506	214
CORO1A-AS1	5	3	2	0	5	1
CORO1B	380	45	154	33	72	59
CORO1C	541	51	1661	61	272	124
CORO2A	81	24	40	10	13	21
CORO2B	0	0	39	0	0	0
CORO6	3	1	4	5	18	10
CORO7	302	11	114	17	122	82
CORO7-PAM16	0	0	0	0	0	0
COSMOC	0	0	3	0	0	0
COTL1	1219	113	719	101	552	237
COX10	17	22	54	28	14	17
COX10-DT	52	72	56	60	46	30
COX11	110	5	132	12	54	33
COX14	114	30	63	5	34	25
COX15	171	40	140	27	96	66
COX16	165	35	196	19	76	60
COX17	202	52	145	13	85	33
COX18	217	93	106	35	82	65
COX19	186	29	136	14	52	40
COX20	166	14	249	23	150	84
COX20P1	0	0	2	0	1	0
COX20P2	0	4	0	4	2	2
COX4I1	1061	295	684	76	445	221
COX5A	253	50	235	24	77	39
COX5B	218	71	266	20	108	47
COX5BP7	1	0	1	0	0	0
COX6A1	298	47	365	21	119	65
COX6A1P2	0	0	1	0	1	0
COX6B1	229	72	257	35	129	76
COX6B2	9	31	9	16	17	12
COX6C	349	88	348	32	99	52
COX7A2	223	47	355	19	107	56
COX7A2L	284	52	460	48	149	89
COX7B	234	119	289	51	154	64
COX7C	811	129	577	64	304	224
COX8A	195	43	195	13	51	34
CPA3	1	0	0	0	0	0
CPA4	3	10	13	3	2	7
CPAMD8	1	0	1	0	0	0
CPB2-AS1	6	31	24	21	7	21
CPD	16	3	500	37	64	40
CPE	0	5	16	2	3	0
CPEB1	4	7	81	12	9	12
CPEB1-AS1	1	22	4	7	4	11
CPEB2	58	5	88	13	32	21
CPEB3	54	19	26	22	37	40
CPEB4	579	79	118	61	122	101
CPED1	1	3	44	3	2	2
CPLANE1	31	3	59	7	39	24
CPLANE1-AS1	7	37	13	12	14	22
CPLANE2	5	0	6	1	5	1
CPLX1	0	0	1	0	0	0
CPLX2	0	0	1	2	1	2
CPLX3	1	0	2	0	0	0
CPLX4	3	19	4	4	7	3
CPM	2	7	50	18	51	18
CPNE1	219	16	339	17	187	117
CPNE2	15	1	106	4	2	1
CPNE3	283	23	409	41	180	146
CPNE5	565	69	97	24	18	6
CPNE7	0	0	54	0	3	2
CPNE8	3	7	85	16	18	15
CPNE8-AS1	0	0	8	0	1	0
CPNE9	1	0	0	0	0	0
CPOX	43	3	123	3	27	10
CPP	0	0	0	0	0	0
CPPED1	64	4	107	14	42	18
CPQ	16	1	80	11	3	7
CPS1	2	23	75	8	8	8
CPSF1	338	18	321	22	245	88
CPSF2	305	139	344	97	232	159
CPSF3	148	25	159	13	104	45
CPSF4	127	8	72	17	63	38
CPSF6	437	47	314	71	287	213
CPSF7	317	39	237	20	236	143
CPT1A	955	130	672	77	485	284
CPT1B	191	31	57	13	91	66
CPT1C	1	0	33	0	2	1
CPT2	120	10	59	5	31	13
CPTP	48	11	58	3	23	7
CPVL	0	0	92	3	2	3
CPXM1	0	0	2	0	2	0
CPZ	0	0	13	0	0	0
CR1	7	3	35	15	169	90
CR2	156	8	60	19	257	122
CRABP2	11	2	251	0	1	1
CRACD	3	12	53	19	6	13
CRACR2A	19	1	48	1	26	7
CRACR2B	42	4	4	2	5	1
CRADD	33	6	65	7	6	16
CRAMP1	134	8	161	21	122	114
CRAT	28	6	107	7	24	25
CRB1	2	7	8	12	6	6
CRB2	2	0	6	0	5	10
CRB3	14	24	7	5	11	9
CRBN	168	26	127	17	79	54
CRCP	275	68	168	34	164	98
CREB1	341	31	201	40	184	143
CREB3	120	16	179	4	35	27
CREB3L1	0	0	109	0	0	0
CREB3L2	232	30	365	28	61	58
CREB3L4	27	1	26	4	31	14
CREB5	6	18	63	18	18	19
CREBBP	394	42	431	45	302	192
CREBL2	161	16	218	21	80	57
CREBRF	448	85	147	54	178	189
CREBZF	657	82	424	103	322	212
CREG1	51	5	306	87	50	43
CREG2	1	0	2	1	1	1
CRELD1	54	18	91	13	36	25
CRELD2	100	10	120	7	37	12
CREM	102	5	96	25	64	40
CRHBP	7	1	0	0	1	0
CRIM1	7	22	310	28	81	63
CRIP1	125	39	203	35	90	35
CRIP2	0	0	55	0	1	0
CRIP3	16	1	2	0	6	4
CRIPT	155	129	168	88	153	129
CRIPTO	2	30	7	2	8	12
CRIPTO3	0	14	2	4	6	7
CRISP3	0	0	0	0	0	0
CRISPLD1	0	0	22	0	0	1
CRISPLD2	7	52	45	25	15	22
CRK	98	34	356	32	49	27
CRKL	536	90	631	65	309	200
CRLF1	0	0	49	0	0	0
CRLF2	1	1	9	2	13	4
CRLF3	335	25	194	35	181	107
CRLS1	88	7	71	11	38	21
CRMA	0	1	1	0	1	0
CRNDE	27	185	111	70	150	129
CRNKL1	174	16	131	15	112	74
CROCC	92	6	66	14	102	51
CROCCP2	0	0	2	0	3	0
CROCCP3	15	62	28	14	34	25
CROT	36	3	21	4	31	20
CRPPA	3	55	16	35	24	22
CRTAM	1	4	11	10	12	18
CRTAP	160	6	986	36	155	83
CRTC1	89	14	63	8	59	25
CRTC2	268	35	205	39	184	134
CRTC3	140	13	165	51	148	88
CRTC3-AS1	2	3	1	1	0	0
CRX	20	106	39	67	55	37
CRY1	0	0	53	1	17	18
CRY2	97	10	69	11	49	43
CRYAB	7	20	22	39	70	27
CRYBA4	1	2	0	0	1	0
CRYBB1	0	0	0	0	0	0
CRYBB2P1	85	17	47	6	23	22
CRYBG1	398	33	111	32	223	166
CRYBG2	9	1	4	3	0	0
CRYBG3	12	12	103	17	16	10
CRYGS	7	0	0	0	3	1
CRYL1	46	4	44	5	25	10
CRYM	5	0	15	0	0	0
CRYZ	300	27	184	8	45	27
CRYZL1	113	24	93	7	56	29
CRYZL2P	2	37	19	22	15	15
CRYZP1	0	0	1	0	0	0
CS	414	22	569	36	383	170
CSAD	126	13	74	16	54	32
CSDE1	1769	135	2040	170	1368	831
CSE1L	192	23	649	22	208	89
CSF1	71	4	238	37	12	3
CSF1R	0	0	41	13	15	9
CSF2	0	1	413	3	3	3
CSF2RA	2	5	50	18	31	19
CSF2RB	164	13	78	18	47	15
CSF3	0	0	2497	3	2	2
CSF3R	0	0	16	4	4	1
CSGALNACT1	102	16	25	11	6	2
CSGALNACT2	154	12	341	32	91	69
CSGALNACT2-DT	4	3	8	2	3	3
CSK	953	88	422	80	558	210
CSKMT	1	0	1	0	4	0
CSMD1	2	14	4	17	14	19
CSMD2	0	0	9	0	1	0
CSMD3	0	6	5	5	1	2
CSNK1A1	544	98	977	90	300	206
CSNK1D	426	33	328	41	182	99
CSNK1E	1648	259	770	54	263	149
CSNK1G1	116	26	137	38	110	73
CSNK1G2	379	34	237	32	158	95
CSNK1G2P1	0	0	0	0	0	0
CSNK1G3	132	28	169	30	91	75
CSNK2A1	502	142	809	101	398	217
CSNK2A2	94	7	165	9	63	44
CSNK2A3	3	0	11	0	2	2
CSNK2B	297	32	211	22	139	57
CSPG4	0	0	217	0	0	0
CSPG4P10	0	0	0	0	1	0
CSPG4P11	1	0	0	0	0	0
CSPG4P12	0	0	3	0	0	0
CSPG5	0	0	13	0	2	0
CSPP1	186	32	99	20	79	45
CSRNP1	147	12	144	4	50	26
CSRNP2	86	9	130	6	33	22
CSRNP3	0	3	2	2	1	5
CSRP1	74	4	392	13	45	23
CSRP1-AS1	17	11	13	5	14	8
CSRP2	0	0	47	0	0	1
CST3	0	1	156	11	17	14
CST7	5	0	26	12	13	20
CSTA	0	0	20	6	2	1
CSTB	162	20	393	74	123	120
CSTF1	132	76	203	63	104	85
CSTF2	41	2	90	4	32	9
CSTF2T	197	31	214	22	144	77
CSTF3	82	10	125	15	61	28
CSTF3-DT	7	1	6	4	4	1
CSTPP1	19	7	22	1	13	1
CT45A10	0	0	0	0	0	0
CT45A5	0	0	5	7	4	8
CT55	6	9	8	11	28	35
CT66	1	0	2	0	1	0
CT69	0	4	4	2	10	7
CTAG2	146	13	0	0	0	0
CTAGE1	1	1	2	4	0	1
CTAGE15	0	0	0	5	0	0
CTAGE4	2	4	0	0	0	11
CTAGE6	2	0	2	0	0	0
CTAGE8	0	0	0	0	16	0
CTB-1I21.1	0	7	2	7	8	9
CTBP1	922	75	479	61	316	150
CTBP1-DT	126	12	54	10	50	26
CTBP2	1	2	235	4	5	8
CTBP2P7	0	0	0	0	1	0
CTBS	99	31	103	47	59	59
CTC1	407	43	89	20	105	55
CTCF	353	27	290	34	198	116
CTCF-DT	9	2	2	3	3	0
CTCFL	0	5	1	1	1	0
CTDNEP1	401	41	230	29	97	50
CTDNEP1P1	0	0	2	0	0	1
CTDNEP1P2	1	0	1	0	0	0
CTDP1	124	10	57	6	31	19
CTDP1-DT	9	4	5	2	1	5
CTDSP1	241	26	212	15	108	51
CTDSP2	641	55	712	59	414	330
CTDSPL	3	1	55	5	1	5
CTDSPL2	185	41	193	69	164	149
CTF1	9	6	7	5	41	1
CTH	13	1	3	3	1	0
CTHRC1	0	0	263	0	2	2
CTIF	41	2	129	9	32	13
CTLA4	3	1	12	4	2	6
CTNNA1	427	37	1181	32	201	131
CTNNA2	4	10	17	19	24	17
CTNNA3	1	1	0	0	20	1
CTNNAL1	72	10	294	3	14	6
CTNNB1	707	82	1358	144	464	299
CTNNBIP1	35	8	30	5	33	16
CTNNBL1	216	17	468	24	132	64
CTNND1	59	24	570	27	58	44
CTNND2	0	0	5	1	2	1
CTNS	82	18	42	15	17	9
CTNS-AS1	0	0	0	0	1	0
CTPS1	43	6	191	22	105	20
CTPS2	73	3	63	1	7	3
CTR9	374	62	187	26	211	132
CTRC	19	81	34	41	43	38
CTRL	25	3	4	0	8	6
CTSA	367	55	892	58	199	146
CTSB	878	246	7250	704	555	492
CTSC	266	31	497	57	92	44
CTSD	208	21	1444	274	183	165
CTSE	0	0	0	0	1	0
CTSF	82	12	116	14	30	31
CTSG	1	0	0	0	0	0
CTSH	3367	339	736	174	433	248
CTSK	28	4	79	6	8	2
CTSL	17	10	4092	669	149	142
CTSO	166	38	62	17	102	78
CTSS	1918	198	813	217	593	400
CTSV	4	22	110	10	5	7
CTSW	2	1	14	1	22	13
CTSZ	716	113	1444	104	488	197
CTTN	10	35	862	26	22	24
CTTN-DT	0	4	7	8	3	2
CTTNBP2	0	0	0	1	0	0
CTTNBP2NL	41	4	89	1	7	5
CTU1	27	2	17	1	11	4
CTU2	34	1	21	3	24	9
CTXN1	0	0	8	0	1	0
CTXN2-AS1	2	3	0	4	1	2
CUBN	16	1	0	1	7	5
CUEDC1	0	1	52	3	4	1
CUEDC2	108	10	86	11	60	22
CUL1	307	30	226	33	169	92
CUL2	130	17	127	17	117	80
CUL3	463	39	400	38	284	156
CUL4A	358	37	392	35	206	106
CUL4B	512	186	301	106	214	174
CUL5	172	38	212	42	163	95
CUL7	73	4	172	5	57	25
CUL9	221	18	128	21	123	73
CUTA	533	62	386	30	123	70
CUTALP	140	61	92	25	94	65
CUTC	181	19	99	7	61	31
CUX1	113	38	130	38	123	47
CUZD1	5	2	0	2	0	6
CWC15	329	67	369	28	102	84
CWC22	187	18	173	17	110	49
CWC25	216	29	176	28	134	65
CWC27	288	111	258	77	184	120
CWF19L1	310	80	230	33	133	67
CWF19L2	388	49	88	9	99	84
CX3CL1	3	44	14	6	22	18
CX3CR1	0	1	3	0	3	0
CXADR	8	65	30	31	23	36
CXCL1	2	0	567	187	43	22
CXCL10	40	1	1	0	0	0
CXCL12	0	0	7	0	0	0
CXCL13	2	0	4	3	3	2
CXCL16	70	7	336	78	51	28
CXCL2	6	0	2032	67	29	22
CXCL3	5	2	1020	140	29	30
CXCL5	62	7	13504	2917	541	347
CXCL6	1	0	17	2	0	1
CXCL8	81	16	26772	1146	471	312
CXCL9	0	0	1	0	0	0
CXCR1	0	0	0	0	0	0
CXCR2	0	2	3	1	1	3
CXCR3	1	0	3	1	4	5
CXCR4	5756	575	1504	636	1747	1563
CXCR5	1093	101	183	31	548	185
CXCR6	3	1	11	3	10	2
CXorf38	230	17	223	24	140	65
CXorf65	0	0	0	0	1	0
CXXC1	295	28	176	19	56	26
CXXC4	12	48	33	61	31	31
CXXC5	552	65	126	24	159	88
CXXC5-AS1	7	1	0	0	1	0
CYB561	20	2	81	7	28	10
CYB561A3	799	94	403	52	215	97
CYB561D1	85	47	77	23	45	37
CYB561D2	50	10	28	3	15	9
CYB5A	62	85	86	20	24	16
CYB5AP2	22	67	25	25	45	41
CYB5B	232	37	363	26	136	80
CYB5D1	24	1	40	4	8	4
CYB5D2	36	5	50	5	12	5
CYB5R1	124	27	75	6	54	40
CYB5R2	86	15	81	0	7	5
CYB5R3	308	102	394	44	121	74
CYB5R4	131	10	169	38	95	61
CYB5RL	55	4	39	7	24	17
CYBA	1091	109	416	87	455	249
CYBB	725	78	426	193	259	190
CYBC1	849	68	238	43	114	72
CYBRD1	0	2	512	4	1	2
CYC1	156	5	287	18	108	40
CYCS	464	140	630	97	353	170
CYCSP24	0	0	1	0	0	0
CYCSP34	0	0	0	1	0	0
CYFIP1	142	10	386	24	48	14
CYFIP2	2855	289	778	168	743	373
CYGB	0	0	9	0	0	1
CYLD	549	71	303	86	428	312
CYLD-AS1	2	0	1	0	6	3
CYP1A1	0	0	10	1	0	1
CYP1A2	14	68	33	32	25	32
CYP1B1	17	1	543	71	118	44
CYP1B1-AS1	0	1	0	0	1	1
CYP20A1	497	206	302	104	181	198
CYP21A2	0	0	0	0	0	0
CYP26B1	1	0	6	0	1	0
CYP27A1	4	0	190	66	38	26
CYP27B1	0	0	7	0	2	1
CYP27C1	1	2	9	0	4	0
CYP2B6	1	30	7	14	7	9
CYP2B7P	0	3	5	3	2	2
CYP2C19	21	89	16	25	24	39
CYP2C8	8	0	2	0	6	5
CYP2C9	12	31	0	0	0	0
CYP2D6	1	0	0	1	1	1
CYP2D7	15	1	0	0	0	0
CYP2D8P	0	0	1	0	0	0
CYP2E1	1	0	4	0	6	2
CYP2G1P	1	17	18	20	10	8
CYP2J2	1	0	16	0	0	2
CYP2R1	46	2	26	5	17	17
CYP2S1	0	0	9	4	0	1
CYP2T1P	0	0	0	0	1	0
CYP2U1	131	20	29	10	46	38
CYP2U1-AS1	2	6	6	6	6	6
CYP4F11	3	18	7	4	15	10
CYP4F12	0	0	0	0	0	0
CYP4F22	1	0	2	0	0	0
CYP4F29P	0	0	0	0	4	1
CYP4F3	10	60	12	14	17	8
CYP4F35P	32	7	18	7	3	5
CYP4F8	1	5	3	6	9	12
CYP4V2	73	39	65	42	64	36
CYP51A1	151	45	262	33	79	50
CYP7A1	0	2	8	4	5	3
CYP7B1	1	10	12	14	7	8
CYP8B1	2	18	3	5	7	5
CYREN	117	9	62	8	45	31
CYRIA	192	31	74	56	256	181
